"","locations.impact","locations.control","sublocations.within.locations","times.before","times.after","subtimes.within.times","replicates","trials","effect","sig.outcomes"
"1",1,2,1,2,1,1,120,1,-0.2,0.53
"2",1,2,2,2,1,1,120,1,-0.2,0.7
"3",1,2,3,2,1,1,120,1,-0.2,0.84
"4",1,2,1,2,2,1,120,1,-0.2,0.7
"5",1,2,2,2,2,1,120,1,-0.2,0.73
"6",1,2,3,2,2,1,120,1,-0.2,0.87
"7",1,2,1,2,3,1,120,1,-0.2,0.64
"8",1,2,2,2,3,1,120,1,-0.2,0.81
"9",1,2,3,2,3,1,120,1,-0.2,0.95
"10",1,2,1,2,1,1,120,1,-0.4,0.85
"11",1,2,2,2,1,1,120,1,-0.4,0.92
"12",1,2,3,2,1,1,120,1,-0.4,0.93
"13",1,2,1,2,2,1,120,1,-0.4,0.93
"14",1,2,2,2,2,1,120,1,-0.4,0.89
"15",1,2,3,2,2,1,120,1,-0.4,0.91
"16",1,2,1,2,3,1,120,1,-0.4,0.82
"17",1,2,2,2,3,1,120,1,-0.4,0.9
"18",1,2,3,2,3,1,120,1,-0.4,0.86
"19",1,2,1,2,1,1,120,1,-0.6,0.93
"20",1,2,2,2,1,1,120,1,-0.6,0.94
"21",1,2,3,2,1,1,120,1,-0.6,0.94
"22",1,2,1,2,2,1,120,1,-0.6,0.98
"23",1,2,2,2,2,1,120,1,-0.6,0.95
"24",1,2,3,2,2,1,120,1,-0.6,0.94
"25",1,2,1,2,3,1,120,1,-0.6,0.85
"26",1,2,2,2,3,1,120,1,-0.6,0.83
"27",1,2,3,2,3,1,120,1,-0.6,0.84
"28",1,2,1,2,1,1,120,1,-0.8,0.96
"29",1,2,2,2,1,1,120,1,-0.8,0.95
"30",1,2,3,2,1,1,120,1,-0.8,0.96
"31",1,2,1,2,2,1,120,1,-0.8,0.97
"32",1,2,2,2,2,1,120,1,-0.8,0.86
"33",1,2,3,2,2,1,120,1,-0.8,0.89
"34",1,2,1,2,3,1,120,1,-0.8,0.87
"35",1,2,2,2,3,1,120,1,-0.8,0.75
"36",1,2,3,2,3,1,120,1,-0.8,0.91
